-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-10.0325,9.8721,18.1120,
-13.0215,9.8721,18.1120,
-13.0215,9.8721,18.1120,
-13.0215,9.8721,18.1120,
-13.0215,9.8721,18.1120,
-13.0215,9.8721,18.1120,
-13.0215,9.8721,18.1120,
-13.0215,9.8721,18.1120,
-13.0215,9.8721,18.1120,
