-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-9.5025,9.8721,18.1120,
-6.2625,9.8721,18.1120,
-6.1025,9.8721,18.1120,
-6.1025,9.8721,18.1120,
-6.1025,9.8721,18.1120,
-6.1025,9.8721,18.1120,
